run_id,model,skill_id,original_name,definition,canonical_id,canonical_name,review_status,reviewer_note
b1_naive_google_gemini-3-5-flash_auto_run5,google/gemini-3.5-flash,S04,Regrouping/Borrowing,Borrowing from the whole number part of a mixed number because the fractional part being subtracted is larger than the starting fractional part.,C5,Borrowing/regrouping,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run5,google/gemini-3.5-flash,S05,Simplifying Improper Fractions in Mixed Numbers,"Interpreting or converting mixed numbers that contain improper fractions (e.g., 2 3/2 or 1 4/3) into standard form before or during subtraction.",C6,Improper mixed-number normalization,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run6,google/gemini-3.5-flash,S01,Basic Fraction Subtraction,Subtracting fractions or mixed numbers with common denominators without requiring regrouping or borrowing.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run6,google/gemini-3.5-flash,S02,Finding Common Denominators,Identifying a common denominator and converting fractions with unlike denominators to equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run6,google/gemini-3.5-flash,S03,Handling Whole Numbers,"Subtracting whole numbers from mixed numbers, or converting a whole number into a fraction/mixed number to perform subtraction.",C3,Whole-number minuend/operand handling,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run6,google/gemini-3.5-flash,S04,Regrouping/Borrowing,Borrowing from the whole number part of a mixed number because the fractional part being subtracted is larger than the starting fractional part.,C5,Borrowing/regrouping,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run6,google/gemini-3.5-flash,S05,Simplifying Improper Fractions in Mixed Numbers,"Interpreting or converting mixed numbers that contain improper fractions (e.g., 2 3/2 or 1 4/3) into standard form before or during subtraction.",C6,Improper mixed-number normalization,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run7,google/gemini-3.5-flash,S01,Basic Fraction Subtraction,Subtracting fractions or mixed numbers with common denominators without requiring borrowing or simplification.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run7,google/gemini-3.5-flash,S02,Find Common Denominator,Identifying a common denominator and converting fractions to equivalent fractions with that denominator.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run7,google/gemini-3.5-flash,S03,Borrowing / Regrouping,Regrouping a whole number or mixed number to subtract a larger fractional part from a smaller one.,C5,Borrowing/regrouping,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run7,google/gemini-3.5-flash,S04,Handling Whole Numbers,"Subtracting a fraction or mixed number from a whole number, or vice versa.",C3,Whole-number minuend/operand handling,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run7,google/gemini-3.5-flash,S05,Simplifying Improper Fractions,"Converting or working with improper fractions embedded within mixed numbers (e.g., 2 3/2 or 1 5/3).",C6,Improper mixed-number normalization,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run8,google/gemini-3.5-flash,S01,Basic Fraction Subtraction,Subtracting fractions or mixed numbers with common denominators without requiring regrouping or borrowing.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run8,google/gemini-3.5-flash,S02,Finding Common Denominators,Identifying a common denominator and converting fractions with unlike denominators to equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run8,google/gemini-3.5-flash,S03,Handling Whole Numbers,"Subtracting whole numbers from mixed numbers, or converting a whole number into a fraction/mixed number to perform subtraction.",C3,Whole-number minuend/operand handling,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run8,google/gemini-3.5-flash,S04,Regrouping/Borrowing,Borrowing from the whole number part of a mixed number because the fractional part being subtracted is larger than the starting fractional part.,C5,Borrowing/regrouping,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run8,google/gemini-3.5-flash,S05,Simplifying Improper Fractions in Mixed Numbers,"Interpreting or converting mixed numbers that contain improper fractions (e.g., 2 3/2 or 1 4/3) into standard form before or during subtraction.",C6,Improper mixed-number normalization,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run9,google/gemini-3.5-flash,S01,Basic Fraction Subtraction,Subtracting fractions or mixed numbers with common denominators without requiring borrowing or simplification.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run9,google/gemini-3.5-flash,S02,Finding Common Denominators,Identifying a common denominator and converting fractions with unlike denominators to equivalent fractions.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run9,google/gemini-3.5-flash,S03,Handling Whole Numbers,"Subtracting whole numbers from mixed numbers, or subtracting mixed numbers/fractions from whole numbers.",C3,Whole-number minuend/operand handling,draft_ai,
b1_naive_google_gemini-3-5-flash_auto_run9,google/gemini-3.5-flash,S04,Regrouping/Borrowing,Borrowing from a whole number or regrouping an improper fraction to perform subtraction when the minuend's fractional part is smaller than the subtrahend's.,C5,Borrowing/regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run1,gpt-5.5-2026-04-23,S01,Like-denominator fraction subtraction,Subtract fractions that already have the same denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run1,gpt-5.5-2026-04-23,S02,Unlike-denominator fraction subtraction,Rename fractions using a common denominator and subtract them.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run1,gpt-5.5-2026-04-23,S03,Mixed subtraction without regrouping,Subtract whole-number and fractional parts of mixed numbers when no borrowing is needed.,C4,Mixed-number subtraction without regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run1,gpt-5.5-2026-04-23,S04,Mixed subtraction with regrouping,Borrow one whole to subtract in mixed-number problems when the minuend's fractional part is smaller.,C5,Borrowing/regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run1,gpt-5.5-2026-04-23,S05,Whole-number minuend subtraction,Subtract a fraction or mixed number from a whole number by decomposing the whole number.,C3,Whole-number minuend/operand handling,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run1,gpt-5.5-2026-04-23,S06,Normalize improper mixed numbers,Convert nonstandard mixed numbers with improper fractional parts into standard mixed numbers before subtracting.,C6,Improper mixed-number normalization,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run10,gpt-5.5-2026-04-23,S01,Like-denominator fraction subtraction,Subtract fractions with a common denominator by subtracting numerators and keeping the denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run10,gpt-5.5-2026-04-23,S02,Common denominators,Rewrite unlike-denominator fractions as equivalent fractions with a common denominator before subtracting.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run10,gpt-5.5-2026-04-23,S03,Mixed subtraction without regrouping,"Subtract standard mixed numbers, whole numbers, or fractions without regrouping by separately handling whole-number and fractional parts.",C4,Mixed-number subtraction without regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run10,gpt-5.5-2026-04-23,S04,Mixed subtraction with regrouping,Borrow one whole into the fractional part when subtracting mixed numbers or fractions and the minuend's fractional part is too small.,C5,Borrowing/regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run10,gpt-5.5-2026-04-23,S05,Whole-number minuend decomposition,Subtract a fraction or mixed number from a whole number by decomposing the whole number into whole and fractional parts.,C3,Whole-number minuend/operand handling,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run10,gpt-5.5-2026-04-23,S06,Normalize improper mixed numbers,Convert nonstandard mixed numbers with improper fractional components into standard mixed-number form before subtracting.,C6,Improper mixed-number normalization,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run2,gpt-5.5-2026-04-23,S01,Same-denominator fraction subtraction,Subtract fractions that already have a common denominator by subtracting numerators and keeping the denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run2,gpt-5.5-2026-04-23,S02,Unlike-denominator fraction subtraction,Subtract fractions with unlike denominators by rewriting them as equivalent fractions with a common denominator.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run2,gpt-5.5-2026-04-23,S03,Mixed-number subtraction without regrouping,"Subtract mixed numbers, whole numbers, or fractional parts when the minuend's fractional part is sufficient and no borrowing is needed.",C4,Mixed-number subtraction without regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run2,gpt-5.5-2026-04-23,S04,Regrouping in subtraction,Regroup one whole into fractional form when subtracting from a whole number or when the minuend's fractional part is smaller than the subtrahend's.,C5,Borrowing/regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run2,gpt-5.5-2026-04-23,S05,Improper fractions in mixed numbers,Interpret and normalize mixed numbers that contain improper fractional parts by converting between improper-fraction and mixed-number forms.,C6,Improper mixed-number normalization,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run3,gpt-5.5-2026-04-23,S01,Common-denominator fraction subtraction,Subtract fractions that already have the same denominator by subtracting numerators and simplifying when needed.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run3,gpt-5.5-2026-04-23,S02,Find common denominators,Rewrite unlike-denominator fractions as equivalent fractions with a common denominator before subtracting.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run3,gpt-5.5-2026-04-23,S03,Mixed subtraction without regrouping,Align and subtract the whole-number parts of mixed or whole-number expressions when the fractional part of the minuend is sufficient.,C4,Mixed-number subtraction without regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run3,gpt-5.5-2026-04-23,S04,Regroup for subtraction,Borrow from the whole-number part and rename it as a fraction when the minuend's fractional part is too small or absent.,C5,Borrowing/regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run3,gpt-5.5-2026-04-23,S05,Normalize improper mixed numbers,Convert mixed numerals that contain improper fractional parts into equivalent standard mixed numbers before subtracting.,C6,Improper mixed-number normalization,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run4,gpt-5.5-2026-04-23,S01,Subtract like-denominator fractions,"Subtract standalone fractions that already share a denominator by subtracting numerators, including cases with zero differences or improper fractions.",C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run4,gpt-5.5-2026-04-23,S02,Find common denominators,Rewrite fractions with unlike denominators as equivalent fractions with a common denominator before subtracting.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run4,gpt-5.5-2026-04-23,S03,Subtract mixed or whole numbers without regrouping,Subtract expressions involving whole-number parts and fractional parts when the shown fractional part of the minuend is large enough and no borrowing is needed.,C4,Mixed-number subtraction without regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run4,gpt-5.5-2026-04-23,S04,Regroup for subtraction,Perform mixed-number or whole-number subtraction when one whole must be borrowed from the minuend and renamed as a fraction.,C5,Borrowing/regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run4,gpt-5.5-2026-04-23,S05,Handle improper mixed-number parts,"Interpret and work with mixed-number terms whose fractional part is improper, such as 2 4/3.",C6,Improper mixed-number normalization,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run5,gpt-5.5-2026-04-23,S01,Subtract like-denominator fractions,Subtract fractional quantities once they have the same denominator by subtracting numerators and keeping the denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run5,gpt-5.5-2026-04-23,S02,Find common denominators,Rewrite fractions with unlike denominators as equivalent fractions with a common denominator before subtraction.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run5,gpt-5.5-2026-04-23,S03,Subtract mixed and whole numbers,Decompose mixed numbers into whole-number and fractional parts and subtract or combine the whole-number parts appropriately.,C4,Mixed-number subtraction without regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run5,gpt-5.5-2026-04-23,S04,Regroup for fraction subtraction,Borrow one whole and convert it into fractional units when the minuend's fractional part is smaller than the subtrahend's fractional part or is absent.,C5,Borrowing/regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run5,gpt-5.5-2026-04-23,S05,Normalize improper mixed fractions,Interpret and normalize mixed numbers whose fractional part is improper before carrying out subtraction.,C6,Improper mixed-number normalization,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run6,gpt-5.5-2026-04-23,S01,Like-denominator fraction subtraction,"Subtract fractions that already have the same denominator, including cases where the result is zero.",C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run6,gpt-5.5-2026-04-23,S02,Unlike-denominator fraction subtraction,Find equivalent fractions with a common denominator in order to subtract fractions with different denominators.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run6,gpt-5.5-2026-04-23,S03,Mixed subtraction without regrouping,"Subtract mixed numbers, whole numbers, or fractions from mixed numbers when the fractional part of the minuend is sufficient and no borrowing is needed.",C4,Mixed-number subtraction without regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run6,gpt-5.5-2026-04-23,S04,Regrouping for subtraction,Regroup one whole as an equivalent fraction when subtracting from a whole number or when the fractional part of the minuend is too small.,C5,Borrowing/regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run6,gpt-5.5-2026-04-23,S05,Improper parts in mixed numbers,Interpret or convert mixed numbers that contain improper fractional parts before subtracting.,C6,Improper mixed-number normalization,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run7,gpt-5.5-2026-04-23,S01,Common-denominator fraction subtraction,Subtract fractions that already have the same denominator by subtracting numerators and keeping the common denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run7,gpt-5.5-2026-04-23,S02,Unlike-denominator fraction subtraction,Use equivalent fractions to create a common denominator and subtract fractions with unlike denominators.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run7,gpt-5.5-2026-04-23,S03,Mixed-number subtraction without regrouping,"Subtract mixed numbers, whole numbers, or fractions by coordinating whole-number and fractional parts when no borrowing is needed.",C4,Mixed-number subtraction without regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run7,gpt-5.5-2026-04-23,S04,Regrouping in subtraction,Rewrite one whole from the minuend as an equivalent fraction when the fractional part is missing or too small to subtract.,C5,Borrowing/regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run7,gpt-5.5-2026-04-23,S05,Normalize improper mixed numbers,Interpret or convert mixed numbers whose fractional part is improper before subtracting.,C6,Improper mixed-number normalization,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run8,gpt-5.5-2026-04-23,S01,Like-denominator fraction subtraction,Subtract fractions that already have the same denominator by subtracting numerators and keeping the denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run8,gpt-5.5-2026-04-23,S02,Unlike-denominator fraction subtraction,Find equivalent fractions with a common denominator in order to subtract fractional quantities with unlike denominators.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run8,gpt-5.5-2026-04-23,S03,Mixed-number subtraction without regrouping,Subtract mixed or whole-number quantities when the fractional part of the minuend is at least as large as the fractional part being subtracted.,C4,Mixed-number subtraction without regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run8,gpt-5.5-2026-04-23,S04,Regrouping in fraction subtraction,Borrow one whole and convert it to a fractional form when subtracting from a whole number or when the minuend's fractional part is too small.,C5,Borrowing/regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run8,gpt-5.5-2026-04-23,S05,Normalize improper mixed numerals,"Interpret and convert mixed-number forms with improper fractional parts, such as 2 4/3, before completing subtraction.",C6,Improper mixed-number normalization,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run9,gpt-5.5-2026-04-23,S01,Common-denominator fractions,Subtract fractions that already have the same denominator by subtracting numerators and keeping the denominator.,C1,Like-denominator fraction subtraction,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run9,gpt-5.5-2026-04-23,S02,Unlike-denominator fractions,Subtract fractions with different denominators by renaming them with a common denominator.,C2,Unlike-denominator conversion and subtraction,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run9,gpt-5.5-2026-04-23,S03,Mixed/whole subtraction without regrouping,Subtract whole numbers and mixed numbers by separating whole-number and fractional parts when no borrowing is needed.,C4,Mixed-number subtraction without regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run9,gpt-5.5-2026-04-23,S04,Regrouping in mixed subtraction,Rename one whole as an equivalent fraction when subtracting from a whole number or from a smaller fractional part.,C5,Borrowing/regrouping,draft_ai,
b1_naive_gpt-5-5-2026-04-23_auto_run9,gpt-5.5-2026-04-23,S05,Improper-fraction handling,"Interpret, convert, or normalize improper fractions and mixed numbers with improper fractional parts.",C6,Improper mixed-number normalization,draft_ai,
